Wavelength	Intensity	ROI	Frame	Row	Column
921.93755351249638	594	1	1	0	0
921.95465514507191	607	1	1	0	1
921.97175641248555	607	1	1	0	2
921.98885731470011	603	1	1	0	3
922.00595785167764	592	1	1	0	4
922.02305802338071	595	1	1	0	5
922.04015782977183	596	1	1	0	6
922.05725727081347	599	1	1	0	7
922.07435634646765	593	1	1	0	8
922.09145505669721	601	1	1	0	9
922.10855340146475	593	1	1	0	10
922.12565138073251	587	1	1	0	11
922.14274899446264	596	1	1	0	12
922.15984624261807	602	1	1	0	13
922.17694312516107	599	1	1	0	14
922.194039642054	593	1	1	0	15
922.21113579325947	595	1	1	0	16
922.22823157874006	592	1	1	0	17
922.24532699845781	590	1	1	0	18
922.26242205237565	588	1	1	0	19
922.27951674045573	597	1	1	0	20
922.29661106266076	591	1	1	0	21
922.31370501895287	589	1	1	0	22
922.3307986092949	593	1	1	0	23
922.34789183364921	590	1	1	0	24
922.36498469197829	602	1	1	0	25
922.38207718424451	594	1	1	0	26
922.39916931041057	597	1	1	0	27
922.41626107043885	592	1	1	0	28
922.4333524642916	596	1	1	0	29
922.45044349193176	604	1	1	0	30
922.46753415332137	593	1	1	0	31
922.48462444842346	592	1	1	0	32
922.50171437720007	602	1	1	0	33
922.5188039396138	601	1	1	0	34
922.53589313562725	605	1	1	0	35
922.55298196520289	604	1	1	0	36
922.57007042830321	603	1	1	0	37
922.58715852489092	586	1	1	0	38
922.60424625492817	596	1	1	0	39
922.62133361837778	587	1	1	0	40
922.63842061520188	593	1	1	0	41
922.65550724536354	582	1	1	0	42
922.67259350882489	574	1	1	0	43
922.68967940554853	598	1	1	0	44
922.70676493549706	590	1	1	0	45
922.72385009863308	581	1	1	0	46
922.74093489491884	599	1	1	0	47
922.758019324317	582	1	1	0	48
922.77510338679042	593	1	1	0	49
922.7921870823011	594	1	1	0	50
922.80927041081191	582	1	1	0	51
922.82635337228533	589	1	1	0	52
922.843435966684	583	1	1	0	53
922.86051819397017	581	1	1	0	54
922.87760005410678	594	1	1	0	55
922.89468154705594	586	1	1	0	56
922.91176267278047	587	1	1	0	57
922.92884343124308	591	1	1	0	58
922.945923822406	589	1	1	0	59
922.963003846232	589	1	1	0	60
922.98008350268378	590	1	1	0	61
922.99716279172355	587	1	1	0	62
923.01424171331382	584	1	1	0	63
923.03132026741775	586	1	1	0	64
923.04839845399727	583	1	1	0	65
923.06547627301529	587	1	1	0	66
923.08255372443443	581	1	1	0	67
923.09963080821706	586	1	1	0	68
923.11670752432576	594	1	1	0	69
923.13378387272348	590	1	1	0	70
923.15085985337225	591	1	1	0	71
923.16793546623524	587	1	1	0	72
923.18501071127434	595	1	1	0	73
923.20208558845309	596	1	1	0	74
923.21916009773315	591	1	1	0	75
923.23623423907748	588	1	1	0	76
923.25330801244888	583	1	1	0	77
923.27038141780974	587	1	1	0	78
923.28745445512266	587	1	1	0	79
923.30452712435044	583	1	1	0	80
923.32159942545547	589	1	1	0	81
923.33867135840046	590	1	1	0	82
923.35574292314777	590	1	1	0	83
923.37281411966046	580	1	1	0	84
923.3898849479009	588	1	1	0	85
923.40695540783167	590	1	1	0	86
923.42402549941551	587	1	1	0	87
923.4410952226151	582	1	1	0	88
923.45816457739284	588	1	1	0	89
923.47523356371141	592	1	1	0	90
923.49230218153355	580	1	1	0	91
923.509370430822	584	1	1	0	92
923.526438311539	597	1	1	0	93
923.54350582364759	585	1	1	0	94
923.56057296711026	591	1	1	0	95
923.57763974188958	586	1	1	0	96
923.59470614794827	585	1	1	0	97
923.611772185249	587	1	1	0	98
