Wavelength	Intensity	ROI	Frame	Row	Column
921.93755351249638	609	1	1	0	0
921.95465514507191	606	1	1	0	1
921.97175641248555	599	1	1	0	2
921.98885731470011	603	1	1	0	3
922.00595785167764	604	1	1	0	4
922.02305802338071	612	1	1	0	5
922.04015782977183	610	1	1	0	6
922.05725727081347	601	1	1	0	7
922.07435634646765	605	1	1	0	8
922.09145505669721	610	1	1	0	9
922.10855340146475	602	1	1	0	10
922.12565138073251	611	1	1	0	11
922.14274899446264	607	1	1	0	12
922.15984624261807	605	1	1	0	13
922.17694312516107	614	1	1	0	14
922.194039642054	598	1	1	0	15
922.21113579325947	601	1	1	0	16
922.22823157874006	597	1	1	0	17
922.24532699845781	605	1	1	0	18
922.26242205237565	610	1	1	0	19
922.27951674045573	605	1	1	0	20
922.29661106266076	591	1	1	0	21
922.31370501895287	614	1	1	0	22
922.3307986092949	609	1	1	0	23
922.34789183364921	598	1	1	0	24
922.36498469197829	609	1	1	0	25
922.38207718424451	600	1	1	0	26
922.39916931041057	606	1	1	0	27
922.41626107043885	595	1	1	0	28
922.4333524642916	602	1	1	0	29
922.45044349193176	597	1	1	0	30
922.46753415332137	598	1	1	0	31
922.48462444842346	606	1	1	0	32
922.50171437720007	595	1	1	0	33
922.5188039396138	610	1	1	0	34
922.53589313562725	598	1	1	0	35
922.55298196520289	606	1	1	0	36
922.57007042830321	611	1	1	0	37
922.58715852489092	602	1	1	0	38
922.60424625492817	612	1	1	0	39
922.62133361837778	604	1	1	0	40
922.63842061520188	598	1	1	0	41
922.65550724536354	604	1	1	0	42
922.67259350882489	610	1	1	0	43
922.68967940554853	590	1	1	0	44
922.70676493549706	619	1	1	0	45
922.72385009863308	609	1	1	0	46
922.74093489491884	600	1	1	0	47
922.758019324317	614	1	1	0	48
922.77510338679042	607	1	1	0	49
922.7921870823011	607	1	1	0	50
922.80927041081191	601	1	1	0	51
922.82635337228533	599	1	1	0	52
922.843435966684	605	1	1	0	53
922.86051819397017	600	1	1	0	54
922.87760005410678	593	1	1	0	55
922.89468154705594	605	1	1	0	56
922.91176267278047	611	1	1	0	57
922.92884343124308	595	1	1	0	58
922.945923822406	607	1	1	0	59
922.963003846232	618	1	1	0	60
922.98008350268378	601	1	1	0	61
922.99716279172355	606	1	1	0	62
923.01424171331382	599	1	1	0	63
923.03132026741775	601	1	1	0	64
923.04839845399727	605	1	1	0	65
923.06547627301529	600	1	1	0	66
923.08255372443443	601	1	1	0	67
923.09963080821706	600	1	1	0	68
923.11670752432576	595	1	1	0	69
923.13378387272348	607	1	1	0	70
923.15085985337225	607	1	1	0	71
923.16793546623524	604	1	1	0	72
923.18501071127434	606	1	1	0	73
923.20208558845309	592	1	1	0	74
923.21916009773315	612	1	1	0	75
923.23623423907748	599	1	1	0	76
923.25330801244888	613	1	1	0	77
923.27038141780974	601	1	1	0	78
923.28745445512266	590	1	1	0	79
923.30452712435044	599	1	1	0	80
923.32159942545547	610	1	1	0	81
923.33867135840046	600	1	1	0	82
923.35574292314777	593	1	1	0	83
923.37281411966046	589	1	1	0	84
923.3898849479009	600	1	1	0	85
923.40695540783167	597	1	1	0	86
923.42402549941551	600	1	1	0	87
923.4410952226151	603	1	1	0	88
923.45816457739284	597	1	1	0	89
923.47523356371141	598	1	1	0	90
923.49230218153355	599	1	1	0	91
923.509370430822	594	1	1	0	92
923.526438311539	597	1	1	0	93
923.54350582364759	609	1	1	0	94
923.56057296711026	602	1	1	0	95
923.57763974188958	604	1	1	0	96
923.59470614794827	598	1	1	0	97
923.611772185249	602	1	1	0	98
923.62883785375448	599	1	1	0	99
923.6459031534273	605	1	1	0	100
923.66296808423	600	1	1	0	101
923.68003264612514	610	1	1	0	102
923.6970968390757	600	1	1	0	103
923.71416066304437	607	1	1	0	104
923.73122411799352	600	1	1	0	105
923.74828720388587	601	1	1	0	106
923.765349920684	598	1	1	0	107
923.782412268351	619	1	1	0	108
923.7994742468494	597	1	1	0	109
923.8165358561414	601	1	1	0	110
923.83359709619037	611	1	1	0	111
923.85065796695847	598	1	1	0	112
923.86771846840861	617	1	1	0	113
923.88477860050341	600	1	1	0	114
923.90183836320546	600	1	1	0	115
923.9188977564778	599	1	1	0	116
923.93595678028282	596	1	1	0	117
923.953015434583	604	1	1	0	118
923.97007371934171	607	1	1	0	119
923.98713163452089	609	1	1	0	120
924.00418918008381	609	1	1	0	121
924.021246355993	605	1	1	0	122
924.03830316221115	605	1	1	0	123
924.05535959870076	602	1	1	0	124
924.07241566542473	605	1	1	0	125
924.08947136234588	612	1	1	0	126
924.10652668942669	600	1	1	0	127
924.12358164663	610	1	1	0	128
924.14063623391849	607	1	1	0	129
924.157690451255	607	1	1	0	130
924.17474429860226	597	1	1	0	131
924.19179777592274	612	1	1	0	132
924.20885088317937	598	1	1	0	133
924.22590362033486	612	1	1	0	134
924.24295598735182	615	1	1	0	135
924.26000798419307	603	1	1	0	136
924.27705961082154	618	1	1	0	137
924.29411086719949	603	1	1	0	138
924.31116175329032	614	1	1	0	139
924.328212269056	600	1	1	0	140
924.34526241446	609	1	1	0	141
924.36231218946477	602	1	1	0	142
924.37936159403284	610	1	1	0	143
924.39641062812734	614	1	1	0	144
924.41345929171064	613	1	1	0	145
924.4305075847459	603	1	1	0	146
924.4475555071956	606	1	1	0	147
924.46460305902258	606	1	1	0	148
924.48165024018965	605	1	1	0	149
924.49869705065953	605	1	1	0	150
924.515743490395	605	1	1	0	151
924.532789559359	610	1	1	0	152
924.54983525751379	613	1	1	0	153
924.56688058482268	605	1	1	0	154
924.58392554124828	606	1	1	0	155
924.60097012675328	606	1	1	0	156
924.61801434130064	595	1	1	0	157
